thd_i_pct_before_APF,thd_i_pct_after_APF,thd_v_pct_before_APF,PV_peak_W,SoH_loss_final_pct,cost_BDT_per_yr_final,T_end_s,fs_Hz
27.134664177026398,2.0739735751168125,3.816391213083574e-14,8029.875000000001,1.7806735657317332e-07,26954.554353079646,1.0,10000.0
